SHA code,SHA name,PCT code,PCT name,Practice code,Practice name,IMD 2010
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86001,DR ME HAQUE'S PRACTICE,23.13
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86002,CITY VIEW MEDICAL PRACTICE,44.62
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86003,DR G LEES & PARTNERS,39.42
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86004,HIGHFIELD SURGERY,18.78
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86005,DR SI MANNING'S PRACTICE,46.56
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86006,OULTON MEDICAL CENTRE,17.18
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86007,WINDMILL HEALTH CENTRE,38.95
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86008,THE SURGERY AT NURSERY LANE AND ADEL,17.88
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86009,MANSTON SURGERY,21.41
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86010,DR SR LIGHTFOOT & PARTNERS,8.55
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86011,HILLFOOT SURGERY,18.56
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86012,LEEDS CITY MEDICAL PRACTICE,45.14
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86013,THE NORTH LEEDS MEDICAL PRACTICE,26.80
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86014,ROBIN LANE MEDICAL CENTRE,20.61
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86015,MANOR PARK SURGERY,34.39
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86016,SHAFTESBURY MEDICAL CTR.,38.72
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86017,CRAVEN ROAD MEDICAL PRACTICE,24.84
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86018,PUDSEY HEALTH CENTRE,20.02
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86019,RUTLAND LODGE MEDICAL CENTRE,30.55
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86020,LOFTHOUSE SURGERY,17.90
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86022,CHAPELOAK SURGERY,36.43
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86023,THE AVENUE SURGERY,13.79
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86024,PRIORY VIEW MEDICAL CENTRE,36.89
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86025,HYDE PARK SURGERY,26.66
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86026,THE LODGE MEDICAL CENTRE,37.71
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86028,DR CA HICKS' PRACTICE,21.60
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86029,WESTGATE SURGERY,12.29
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86030,BURTON CROFT SURGERY,14.80
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86031,WESTFIELD MEDICAL CENTRE,47.14
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86032,CHEVIN MEDICAL PRACTICE,10.42
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86033,NEW MEDICAL CENTRE,9.68
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86034,SPA SURGERY,9.53
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86035,THE WHITFIELD PRACTICE,45.06
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86036,GIBSON LANE PRACTICE,12.34
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86037,RADSHAN MEDICAL CENTRE,17.41
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86038,GUISELEY AND YEADON MEDICAL PRACTICE,11.94
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86039,ALLERTON MEDICAL CENTRE,19.45
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86041,VESPER ROAD,33.62
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86042,LINGWELL CROFT SURGERY,41.72
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86043,EAST PARK MEDICAL CENTRE,40.27
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86044,NEW CROFT & TINSHILL LANE SURGERIES,14.25
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86046,CHARLES STREET SURGERY,11.37
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86047,RAWDON SURGERY,9.43
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86048,GARFORTH MEDICAL CENTRE,11.43
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86049,WOODHOUSE HEALTH CENTRE,27.61
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86050,WEST LODGE SURGERY,18.93
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86051,YEADON TARN MEDICAL PRACTICE,14.33
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86052,PARK ROAD & MENSTON,7.28
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86054,THE GARDEN SURGERY,46.52
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86055,ASHFIELD MEDICAL CENTRE,32.94
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86056,SHADWELL MEDICAL CENTRE,9.22
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86057,DR RJ ADAMS' PRACTICE,18.82
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86058,DR KW MCGECHAEN & PARTNER,19.33
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86059,MEANWOOD HEALTH CENTRE,25.30
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86060,THORNTON MEDICAL CENTRE,38.42
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86061,HAREHILLS CORNER SURGERY,50.48
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86062,THE MEDICAL CENTRE,41.37
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86064,LEIGH VIEW MEDICAL PRACTICE,16.64
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86065,MOOR GRANGE,30.25
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86066,THE STREET LANE PRACTICE,11.30
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86067,THE DEKEYSER GROUP PRACTICE,21.62
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86068,ABBEY MEDICAL CENTRE,23.04
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86069,BURLEY PARK MEDICAL CENTRE,25.30
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86070,THE THAKUR PRACTICE,15.53
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86071,DR ASA ROBINSON & PARTNERS,30.87
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86074,FIELDHEAD SURGERY,9.34
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86075,COLTON MILL MEDICAL CENTRE,25.90
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86077,GRANGE MEDICARE - NEW CROSS SURGERY,19.34
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86081,BELLBROOKE SURGERY,51.63
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86086,LAUREL BANK SURGERY,23.66
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86089,NOVA SCOTIA MEDICAL CNTR,21.55
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86090,WOODLANDS SURGERY,54.46
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86092,KIPPAX HALL SURGERY,16.70
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86093,PARK EDGE PRACTICE,33.06
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86094,THE GABLES SURGERY,27.48
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86095,SHAFTON LANE SURGERY,48.24
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86096,ARTHINGTON MEDICAL CENTRE,47.70
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86100,ST MARTINS PRACTICE,36.78
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86101,DR PN MEHROTRA'S PRACTICE,16.90
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86102,THE RICHMOND MEDICAL CTR.,47.31
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86103,CONWAY MEDICAL CENTRE,46.40
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86104,THE HIGHFIELD MEDICAL CENTRE,37.03
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86106,FOUNDRY LANE SURGERY,54.74
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86107,MOORCROFT SURGERY,15.46
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86108,CHAPELTOWN FAMILY SURGERY,54.95
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86109,KIRKSTALL LANE MEDICAL CENTRE,22.24
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86110,LEEDS STUDENT MEDICAL PRACTICE,20.61
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86623,ASHTON VIEW MEDICAL CTR,50.78
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86625,THE SURGERY (WETHERBY),11.34
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86633,DR A KHAN & K MUNEER,45.22
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86638,THE SURGERY,48.78
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86642,DR SA ALI'S PRACTICE,45.75
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86643,THE ROUNDHAY ROAD SURGERY,51.43
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86648,THE FAMILY DOCTORS,13.66
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86651,ONE MEDICARE LLP,43.58
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86652,DIXON LANE MEDICAL CENTRE,24.71
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86653,LONDESBOURGH HOUSE,42.85
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86654,OAKWOOD SURGERY,16.48
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86655,BEECH TREE MEDICAL CENTRE,35.66
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86658,MOORFIELD HOUSE SURGERY,13.09
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86666,NEWTON SURGERY,44.09
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86667,BEESTON VILLAGE SURGERY,34.38
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86669,YORK STREET HEALTH PRACTICE,35.14
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86670,WHINMOOR SURGERY,22.43
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86672,HAWTHORN SURGERY,30.77
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86673,BRAMHAM MEDICAL CENTRE,11.52
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86675,LINCOLN GREEN MEDICAL CENTRE,55.15
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86678,DR F GUPTA'S PRACTICE,16.41
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,B86682,GRANGE MEDICARE - MIDDLETON PARK,42.31
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,Y00025,DR HU PAI'S PRACTICE,49.33
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,Y00683,GRANGE MEDICARE - SWILLINGTON HP,18.32
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,Y02002,ONE MEDICARE LLP,27.72
Q32,Yorkshire And The Humber Strategic Health Authority,5N1,Leeds,Y02494,SHAKESPEARE MEDICAL PRACTICE,52.85
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85001,FOX CLECKHEATON HLTH CTR,22.68
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85002,DEARNE VALLEY HEALTH CENTRE,10.95
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85004,HALIFAX ROAD SURGERY,32.49
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85005,SHEPLEY HEALTH CENTRE,8.04
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85006,DR JENNISON & PARTNERS,9.57
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85008,BATLEY HEALTH CENTRE SURGERY,31.90
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85009,DR CHANDRA & PARTNERS,34.46
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85010,DALTON SURGERY,29.08
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85011,CROFT HOUSE SURGERY,18.33
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85012,UNDERCLIFFE SURGERY,28.07
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85014,BROOKROYD HOUSE,25.37
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85015,WELLINGTON HOUSE,29.20
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85016,MELTHAM ROAD SURGERY,36.32
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85018,GROVE HOUSE SURGERY,32.89
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85019,DOCTOR LANE HEALTH CENTRE,14.71
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85020,EIGHTLANDS SURGERY,33.95
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85021,ST JOHN'S HOUSE,24.23
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85022,HONLEY SURGERY,11.42
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85023,THE ALMONDBURY SURGERY,30.22
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85024,THE WATERLOO PRACTICE,28.41
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85025,BLACKBURN RD.MEDICAL CTR.,20.19
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85026,KIRKBURTON HEALTH CENTRE,10.81
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85027,THE LINDLEY GROUP PRACT.,16.63
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85028,THE GRANGE GROUP PRACTICE,38.42
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85030,SCRIVINGS CLECKHEATON HLTH CTR,23.94
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85031,DR BARNWELL AND PARTNERS,13.92
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85032,MELTHAM GROUP PRACTICE,13.83
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85033,THE LINDLEY VILLAGE SURG.,15.29
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85036,DR BOULTON AND PARTNERS,23.84
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85037,DR HAMID AND PARTNERS,33.56
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85038,THE PADDOCK SURGERY,28.90
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85040,DR TAYLOR & PARTNERS,31.87
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85041,MOUNT PLEASANT MED CENTRE,33.95
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85042,PADDOCK AND LONGWOOD FAMILY PRACTICE,28.27
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85044,THORNTON LODGE SURGERY,42.38
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85048,DR DAS & PARTNER,43.43
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85051,FIELDHEAD SURGERY,18.87
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85054,MARSDEN  HEALTH CENTRE,19.36
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85055,WEST PARK SURGERY,35.86
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85058,DR GLENCROSS,35.92
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85059,SLAITHWAITE HEALTH CENTRE,18.01
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85060,DR WYBREW & PARTNER,25.49
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85061,SKELMANTHORPE FAMILY DOCTORS,10.83
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85062,UNIVERSITY HEALTH CENTRE,31.38
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85606,SLAITHWAITE ROAD SURGERY,35.54
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85610,"DR CLAYDEN, SHAMSEE & ASSOCIATES",9.73
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85611,DR HANDA  & PARTNER,38.55
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85612,LIVERSEDGE MEDICAL CENTRE,27.12
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85614,DR BUTT  & PARTNER,43.38
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85619,ALBION STREET SURGERY,30.57
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85620,WINDSOR MEDICAL CENTRE,28.41
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85621,GREENSIDE SURGERY,26.53
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85622,BROUGHTON HOUSE SURGERY,32.63
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85623,MARSH SURGERY,27.53
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85625,DR REDDY & PARTNER,35.09
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85628,DR GOWA,38.15
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85629,DR T UNNIKRISHNAN'S PRACTICE,37.69
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85634,DR SINGH,35.57
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85636,WESTBOURNE SURGERY,20.04
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85638,DR HARIHARAN & PARTNER,15.86
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85640,KIRKGATE SURGERY,27.59
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85641,LOCKWOOD SURGERY,32.60
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85644,MELTHAM VILLAGE SURGERY,13.48
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85645,SAVILE TOWN MEDICAL CTR.,40.66
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85646,THE ALBION MOUNT MEDICAL PRACTICE,33.84
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85650,RAVENSTHORPE HEALTH CENTRE,46.74
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85652,THE NEW BREWERY LANE SURG,35.57
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85655,CHERRY TREE SURGERY,33.85
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85659,THE WHITEHOUSE CENTRE,46.41
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,B85660,THE JUNCTION SURGERY,31.60
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,Y01851,VICTORIA MEDICAL PRACTICE,40.37
Q32,Yorkshire And The Humber Strategic Health Authority,5N2,Kirklees,Y02529,SCHOOL HOUSE PRACTICE,39.13
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87001,MIDDLESTOWN,13.56
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87002,ORCHARD CROFT,15.73
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87003,COLLEGE LANE,14.80
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87004,WARRENGATE,30.93
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87005,RIVERSIDE,31.73
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87006,STOCKINGATE,33.57
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87007,NORTHGATE,24.76
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87008,LUPSET HEALTH CENTRE,30.81
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87009,ST THOMAS ROAD,33.63
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87011,FRIARWOOD,25.10
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87012,MAYBUSH,28.27
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87013,OUTWOOD PARK,14.88
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87015,STUART ROAD,24.84
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87016,WHITE ROSE,30.48
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87017,ALMSHOUSE,24.14
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87018,HENRY MOORE,34.37
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87019,STANLEY,15.88
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87020,CHAPELTHORPE,17.11
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87021,ASH GROVE,29.25
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87022,HOMESTEAD,32.05
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87023,ELIZABETH COURT,30.73
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87025,WELBECK ST,33.78
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87026,THE GRANGE,36.62
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87027,NEW SOUTHGATE,20.71
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87028,CROFTON AND SHARLSTON MED PRAC,18.11
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87029,GROVE,29.27
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87030,FERRYBRIDGE,28.01
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87031,CHURCH STREET SURGERY,17.32
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87032,STATION LANE,30.97
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87033,NEWLAND SURGERY,27.65
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87036,LITTLE LANE,30.80
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87039,KINGS MEDICAL PRACTICE,22.83
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87040,PROSPECT SURGERY,16.23
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87041,PARK VIEW,24.38
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87042,TIEVE TARA,46.15
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87044,ALVERTHORPE,25.86
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87600,QUEEN STREET,21.38
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87602,PATIENCE LANE,14.59
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,B87604,EASTMOOR,35.73
Q32,Yorkshire And The Humber Strategic Health Authority,5N3,Wakefield District,Y02509,KING STREET HEALTH CENTRE,30.56
Q32,Yorkshire And The Humber Strategic Health Authority,5N4,Sheffield,C88005,WALKLEY HOUSE MEDICAL CENTRE,15.86
Q32,Yorkshire And The Humber Strategic Health Authority,5N4,Sheffield,C88006,NORFOLK PARK MEDICAL PRACTICE,49.38
Q32,Yorkshire And The Humber Strategic Health Authority,5N4,Sheffield,C88007,PORTER BROOK MEDICAL CENTRE,25.76
Q32,Yorkshire And The Humber Strategic Health Authority,5N4,Sheffield,C88008,PITSMOOR SURGERY,47.64
Q32,Yorkshire And The Humber Strategic Health Authority,5N4,Sheffield,C88009,FOXHILL MEDICAL CENTRE,41.07
Q32,Yorkshire And The Humber Strategic Health Authority,5N4,Sheffield,C88010,BURNCROSS SURGERY,18.49
Q32,Yorkshire And The Humber Strategic Health Authority,5N4,Sheffield,C88011,BUCHANAN ROAD SURGERY,52.05
Q32,Yorkshire And The Humber Strategic Health Authority,5N4,Sheffield,C88012,LOWEDGES SURGERY,43.34
Q32,Yorkshire And The Humber Strategic Health Authority,5N4,Sheffield,C88013,WESTFIELD HEALTH CENTRE,30.54
Q32,Yorkshire And The Humber Strategic Health Authority,5N4,Sheffield,C88014,NORWOOD MEDICAL CENTRE,49.22
Q32,Yorkshire And The Humber Strategic Health Authority,5N4,Sheffield,C88015,OLD SCHOOL MEDICAL CENTRE,13.18
Q32,Yorkshire And The Humber Strategic Health Authority,5N4,Sheffield,C88016,CARTERKNOWLE & DORE MEDICAL PRACTICE,9.55
Q32,Yorkshire And The Humber Strategic Health Authority,5N4,Sheffield,C88018,TRAMWAYS MEDICAL CENTRE (O'CONNELL),19.55
